18500,19,2020-08-06,2020-09-06
18501,444,2019-05-25,2019-06-25
18502,513,2019-06-07,2019-07-07
18503,34,2019-06-03,2019-07-03
18504,47,2021-09-29,2021-10-29
18506,466,2019-09-27,2019-10-27
18507,331,2020-09-26,2020-10-26
18508,257,2020-05-15,2020-06-15
18509,167,2018-08-19,2018-09-19
18510,592,2020-07-08,2020-08-08
18511,518,2019-09-09,2019-10-09
18512,362,2021-07-06,2021-08-06
18513,97,2019-07-31,2019-08-31
18515,396,2019-05-15,2019-06-15
18516,705,2019-08-09,2019-09-09
18517,192,2021-08-19,2021-09-19
18518,187,2020-07-20,2020-08-20
18519,241,2021-05-02,2021-06-02
18520,622,2020-09-09,2020-10-09
18521,64,2020-08-22,2020-09-22
18522,92,2021-08-04,2021-09-04
18523,713,2021-05-16,2021-06-16
18525,106,2019-09-05,2019-10-05
18526,280,2018-07-11,2018-08-11
18527,551,2021-07-11,2021-08-11
18528,249,2020-05-15,2020-06-15
18529,91,2021-05-26,2021-06-26
18530,24,2020-07-17,2020-08-17
18531,719,2019-09-19,2019-10-19
18532,148,2020-09-01,2020-10-01
18534,510,2019-07-11,2019-08-11
18535,472,2019-07-23,2019-08-23
18537,41,2021-09-07,2021-10-07
18538,425,2020-05-17,2020-06-17
18539,161,2021-06-23,2021-07-23
18540,774,2018-07-05,2018-08-05
18541,12,2020-05-27,2020-06-27
18542,708,2020-06-18,2020-07-18
18543,813,2021-06-21,2021-07-21
18544,377,2018-05-13,2018-06-13
18545,435,2021-06-29,2021-07-29
18546,476,2019-05-13,2019-06-13
18547,158,2019-05-27,2019-06-27
18548,287,2020-07-23,2020-08-23
18549,325,2019-05-10,2019-06-10
18550,900,2021-08-27,2021-09-27
18551,511,2018-08-07,2018-09-07
18553,528,2019-05-14,2019-06-14
18554,799,2018-08-02,2018-09-02
18555,89,2021-07-16,2021-08-16
18556,766,2020-09-14,2020-10-14
18558,89,2021-09-16,2021-10-16
18559,845,2019-07-11,2019-08-11
18561,487,2021-09-17,2021-10-17
18562,567,2019-07-24,2019-08-24
18563,122,2020-09-13,2020-10-13
18564,473,2019-05-01,2019-06-01
18565,554,2020-07-21,2020-08-21
18567,21,2018-08-31,2018-09-30
18568,189,2020-05-15,2020-06-15
18570,19,2021-05-06,2021-06-06
18571,543,2018-08-22,2018-09-22
18572,890,2021-06-29,2021-07-29
18573,173,2021-06-30,2021-07-31
18574,53,2018-08-17,2018-09-17
18575,720,2021-07-27,2021-08-27
18576,120,2020-05-02,2020-06-02
18577,393,2018-04-30,2018-05-31
18578,845,2019-09-11,2019-10-11
18579,215,2021-09-10,2021-10-10
18580,885,2019-05-22,2019-06-22
18581,439,2020-09-01,2020-10-01
18582,514,2021-05-04,2021-06-04
18583,28,2019-06-24,2019-07-24
18585,543,2019-05-22,2019-06-22
18586,148,2021-05-01,2021-06-01
18587,250,2019-05-02,2019-06-02
18588,270,2018-05-28,2018-06-28
18589,122,2021-05-13,2021-06-13
18590,778,2020-06-02,2020-07-02
18591,501,2020-06-07,2020-07-07
18592,480,2018-06-03,2018-07-03
18593,115,2020-07-08,2020-08-08
18594,44,2018-08-16,2018-09-16
18595,225,2019-05-18,2019-06-18
18596,13,2019-05-25,2019-06-25
18597,497,2021-05-20,2021-06-20
18598,475,2018-08-09,2018-09-09
18599,579,2021-05-18,2021-06-18
18600,763,2019-08-16,2019-09-16
18601,771,2018-05-25,2018-06-25
18602,156,2018-06-28,2018-07-28
18603,809,2020-08-13,2020-09-13
18605,169,2020-05-24,2020-06-24
18606,419,2019-04-30,2019-05-31
18608,679,2021-05-18,2021-06-18
18609,561,2018-08-10,2018-09-10
18610,271,2019-08-17,2019-09-17
18611,672,2020-08-09,2020-09-09
18612,679,2021-07-18,2021-08-18
18613,820,2018-07-30,2018-08-30
18614,58,2019-04-30,2019-05-31
18615,253,2021-06-25,2021-07-25
18616,245,2019-05-13,2019-06-13
18617,409,2018-05-23,2018-06-23
18618,263,2020-06-12,2020-07-12
18619,616,2020-07-31,2020-08-31
18620,540,2020-07-25,2020-08-25
18621,319,2018-08-24,2018-09-24
18622,471,2018-07-16,2018-08-16
18623,132,2019-09-19,2019-10-19
18625,432,2020-05-03,2020-06-03
18626,636,2019-05-06,2019-06-06
18627,580,2019-07-31,2019-08-31
18628,409,2018-07-23,2018-08-23
18631,872,2020-06-19,2020-07-19
18632,466,2020-05-27,2020-06-27
18633,848,2019-08-10,2019-09-10
18634,262,2021-09-03,2021-10-03
18636,15,2018-09-18,2018-10-18
18637,607,2019-09-21,2019-10-21
18639,337,2018-07-17,2018-08-17
18640,268,2021-05-03,2021-06-03
18641,845,2020-05-11,2020-06-11
18642,271,2020-05-17,2020-06-17
18643,864,2021-07-01,2021-08-01
18644,249,2020-07-15,2020-08-15
18645,735,2019-05-04,2019-06-04
18646,733,2020-07-15,2020-08-15
18647,577,2018-07-15,2018-08-15
18648,837,2018-09-18,2018-10-18
18649,821,2018-08-20,2018-09-20
18650,867,2020-05-30,2020-06-30
18651,478,2018-08-04,2018-09-04
18652,163,2021-08-13,2021-09-13
18653,645,2021-05-26,2021-06-26
18654,403,2018-07-31,2018-08-31
18655,48,2018-05-08,2018-06-08
18656,406,2021-07-14,2021-08-14
18657,218,2021-05-09,2021-06-09
18658,767,2020-07-29,2020-08-29
18659,702,2019-07-07,2019-08-07
18660,249,2020-09-15,2020-10-15
18661,486,2018-09-10,2018-10-10
18663,74,2019-06-16,2019-07-16
18665,211,2020-06-21,2020-07-21
18666,625,2020-07-08,2020-08-08
18667,805,2020-09-06,2020-10-06
18668,198,2018-05-29,2018-06-29
18669,112,2020-07-01,2020-08-01
18671,371,2020-09-09,2020-10-09
18672,544,2018-08-25,2018-09-25
18673,595,2018-07-17,2018-08-17
18674,115,2020-09-08,2020-10-08
18675,87,2021-09-08,2021-10-08
18676,562,2019-08-15,2019-09-15
18677,17,2018-05-09,2018-06-09
18678,68,2019-05-25,2019-06-25
18679,428,2021-09-25,2021-10-25
18680,543,2019-07-22,2019-08-22
18681,564,2019-09-03,2019-10-03
18682,607,2020-05-21,2020-06-21
18683,520,2019-08-19,2019-09-19
18684,156,2018-08-28,2018-09-28
18685,379,2020-05-07,2020-06-07
18686,143,2020-05-15,2020-06-15
18687,164,2020-07-22,2020-08-22
18688,16,2018-06-07,2018-07-07
18689,599,2020-07-26,2020-08-26
18690,283,2019-05-21,2019-06-21
18691,898,2021-09-26,2021-10-26
18692,263,2020-08-12,2020-09-12
18694,399,2021-08-28,2021-09-28
18695,843,2021-06-02,2021-07-02
18696,442,2018-08-26,2018-09-26
18698,768,2019-08-08,2019-09-08
18699,379,2020-07-07,2020-08-07
18700,22,2019-07-09,2019-08-09
18701,216,2018-07-27,2018-08-27
18702,230,2018-08-14,2018-09-14
18703,256,2021-07-11,2021-08-11
18704,879,2019-08-06,2019-09-06
18705,732,2020-05-14,2020-06-14
18706,821,2019-05-20,2019-06-20
18707,504,2020-08-17,2020-09-17
18708,650,2020-07-20,2020-08-20
18709,508,2018-08-15,2018-09-15
18710,359,2018-07-14,2018-08-14
18711,590,2020-06-23,2020-07-23
18712,464,2018-05-21,2018-06-21
18713,267,2020-09-30,2020-10-30
18714,792,2021-08-12,2021-09-12
18717,292,2018-06-23,2018-07-23
18718,37,2018-09-27,2018-10-27
18719,391,2020-09-23,2020-10-23
18720,95,2019-05-23,2019-06-23
18721,678,2021-05-16,2021-06-16
18723,737,2020-07-28,2020-08-28
18724,807,2021-07-19,2021-08-19
18725,68,2019-07-25,2019-08-25
18726,61,2021-05-07,2021-06-07
18727,289,2020-06-26,2020-07-26
18728,677,2019-06-27,2019-07-27
18729,684,2019-08-01,2019-09-01
18730,818,2020-07-05,2020-08-05
18731,153,2020-08-11,2020-09-11
18732,322,2019-05-22,2019-06-22
18733,124,2020-05-04,2020-06-04
18734,287,2020-09-23,2020-10-23
18735,892,2020-06-24,2020-07-24
18736,74,2019-08-16,2019-09-16
18737,201,2019-05-26,2019-06-26
18738,158,2019-07-27,2019-08-27
18739,705,2020-05-09,2020-06-09
18741,327,2019-05-20,2019-06-20
18742,704,2021-07-17,2021-08-17
18743,647,2021-09-22,2021-10-22
18744,173,2021-08-31,2021-10-01
18745,552,2019-05-23,2019-06-23
18747,346,2021-07-19,2021-08-19
18748,851,2021-05-22,2021-06-22
18749,702,2019-09-07,2019-10-07
18750,20,2018-08-15,2018-09-15
18751,353,2021-07-04,2021-08-04
18753,86,2020-07-26,2020-08-26
18754,298,2019-05-11,2019-06-11
18755,447,2019-07-10,2019-08-10
18756,165,2019-05-20,2019-06-20
18757,369,2021-07-04,2021-08-04
18758,362,2021-09-06,2021-10-06
18760,858,2018-05-12,2018-06-12
18761,486,2019-05-10,2019-06-10
18762,451,2020-05-05,2020-06-05
18764,528,2019-07-14,2019-08-14
18765,506,2021-06-14,2021-07-14
18768,329,2020-05-11,2020-06-11
18769,871,2018-07-08,2018-08-08
18770,846,2018-07-07,2018-08-07
18772,475,2019-05-09,2019-06-09
18773,196,2019-05-01,2019-06-01
18774,20,2019-05-15,2019-06-15
18775,842,2021-05-01,2021-06-01
18776,572,2019-10-01,2019-11-01
18777,421,2021-07-11,2021-08-11
18778,480,2018-08-03,2018-09-03
18779,807,2021-09-19,2021-10-19
18781,232,2021-06-29,2021-07-29
18782,771,2018-07-25,2018-08-25
18783,475,2019-07-09,2019-08-09
18784,33,2020-07-26,2020-08-26
18785,529,2021-05-12,2021-06-12
18787,386,2020-07-12,2020-08-12
18789,576,2019-09-26,2019-10-26
18790,53,2019-05-17,2019-06-17
18791,717,2020-05-22,2020-06-22
18792,104,2019-08-16,2019-09-16
18793,11,2020-05-06,2020-06-06
18794,871,2018-09-08,2018-10-08
18795,465,2021-08-27,2021-09-27
18796,287,2021-05-23,2021-06-23
18797,42,2020-09-27,2020-10-27
18798,33,2020-09-26,2020-10-26
18799,708,2020-08-18,2020-09-18
18801,388,2021-08-07,2021-09-07
18802,219,2018-06-29,2018-07-29
18803,504,2021-05-17,2021-06-17
18805,379,2020-09-07,2020-10-07
18807,117,2021-05-02,2021-06-02
18808,621,2021-08-12,2021-09-12
18809,153,2021-05-11,2021-06-11
18810,242,2019-08-20,2019-09-20
18811,454,2019-07-20,2019-08-20
18813,359,2018-09-14,2018-10-14
18814,767,2020-09-29,2020-10-29
18815,653,2018-07-10,2018-08-10
18816,880,2020-05-07,2020-06-07
18818,392,2018-06-04,2018-07-04
18819,326,2019-05-16,2019-06-16
18820,845,2020-07-11,2020-08-11
18821,73,2020-09-17,2020-10-17
18822,16,2018-08-07,2018-09-07
18823,239,2020-07-27,2020-08-27
18824,422,2018-08-01,2018-09-01
18825,514,2021-07-04,2021-08-04
18826,458,2020-09-13,2020-10-13
18827,387,2021-05-01,2021-06-01
18828,376,2020-10-01,2020-11-01
18829,863,2021-06-22,2021-07-22
18830,383,2019-05-18,2019-06-18
18831,834,2019-05-28,2019-06-28
18832,353,2021-09-04,2021-10-04
18833,195,2018-09-29,2018-10-29
18834,295,2018-08-14,2018-09-14
18835,414,2021-05-18,2021-06-18
18836,599,2020-09-26,2020-10-26
18837,72,2020-05-18,2020-06-18
18838,477,2020-07-24,2020-08-24
18839,76,2021-08-16,2021-09-16
18840,29,2020-06-02,2020-07-02
18841,893,2020-08-13,2020-09-13
18842,638,2020-07-02,2020-08-02
18843,380,2021-05-16,2021-06-16
18844,60,2020-05-03,2020-06-03
18845,553,2018-06-01,2018-07-01
18846,673,2021-05-09,2021-06-09
18847,476,2019-07-13,2019-08-13
18848,359,2019-05-14,2019-06-14
18850,235,2019-06-09,2019-07-09
18851,519,2019-07-06,2019-08-06
18852,707,2020-08-07,2020-09-07
18853,455,2019-09-04,2019-10-04
18856,268,2021-07-03,2021-08-03
18857,363,2021-07-12,2021-08-12
18858,501,2020-08-07,2020-09-07
18859,865,2020-09-16,2020-10-16
18860,692,2021-05-12,2021-06-12
18861,501,2021-05-07,2021-06-07
18862,635,2019-06-19,2019-07-19
18863,18,2021-05-09,2021-06-09
18864,817,2019-05-29,2019-06-29
18865,606,2020-08-14,2020-09-14
18866,617,2020-06-15,2020-07-15
18867,241,2021-07-02,2021-08-02
18868,731,2021-05-21,2021-06-21
18869,398,2018-09-28,2018-10-28
18870,128,2021-08-17,2021-09-17
18871,312,2019-07-09,2019-08-09
18872,853,2020-07-17,2020-08-17
18873,670,2021-08-06,2021-09-06
18874,463,2018-07-07,2018-08-07
18875,402,2019-05-19,2019-06-19
18876,150,2021-09-08,2021-10-08
18877,639,2021-07-23,2021-08-23
18878,857,2018-07-08,2018-08-08
18879,466,2020-07-27,2020-08-27
18880,831,2020-06-05,2020-07-05
18881,71,2018-10-01,2018-11-01
18882,453,2021-06-15,2021-07-15
18883,306,2020-06-27,2020-07-27
18884,412,2021-05-12,2021-06-12
18885,696,2019-06-17,2019-07-17
18886,663,2020-07-26,2020-08-26
18887,813,2021-08-21,2021-09-21
18888,664,2019-05-29,2019-06-29
18889,350,2021-06-16,2021-07-16
18891,646,2021-06-02,2021-07-02
18892,24,2020-09-17,2020-10-17
18893,332,2019-05-11,2019-06-11
18894,95,2019-07-23,2019-08-23
18895,126,2018-08-05,2018-09-05
18896,599,2021-05-25,2021-06-25
18898,685,2021-08-26,2021-09-26
18899,565,2021-07-09,2021-08-09
18900,791,2021-05-13,2021-06-13
18901,11,2020-07-06,2020-08-06
18902,868,2021-08-06,2021-09-06
18903,130,2020-07-07,2020-08-07
18904,134,2021-09-25,2021-10-25
18905,350,2021-08-16,2021-09-16
18906,515,2021-09-14,2021-10-14
18907,179,2020-07-28,2020-08-28
18908,309,2021-07-12,2021-08-12
18909,455,2020-05-04,2020-06-04
18910,373,2018-08-04,2018-09-04
18911,190,2019-07-17,2019-08-17
18912,521,2018-06-09,2018-07-09
18913,49,2019-08-17,2019-09-17
18914,384,2021-06-09,2021-07-09
18915,535,2019-06-17,2019-07-17
18916,728,2020-06-25,2020-07-25
18917,613,2020-06-24,2020-07-24
18919,650,2020-09-20,2020-10-20
18920,785,2018-07-17,2018-08-17
18921,849,2018-09-26,2018-10-26
18922,513,2019-08-07,2019-09-07
18923,562,2020-05-15,2020-06-15
18924,697,2021-08-08,2021-09-08
18925,12,2020-07-27,2020-08-27
18926,198,2018-07-29,2018-08-29
18927,750,2018-04-30,2018-05-31
18929,51,2018-08-07,2018-09-07
18930,36,2018-07-17,2018-08-17
18931,460,2018-08-31,2018-09-30
18933,469,2021-06-17,2021-07-17
18934,168,2019-07-16,2019-08-16
18935,713,2021-07-16,2021-08-16
18936,413,2020-05-10,2020-06-10
18937,301,2018-07-12,2018-08-12
18938,504,2021-07-17,2021-08-17
18939,707,2021-05-07,2021-06-07
18940,442,2019-05-26,2019-06-26
18941,501,2021-07-07,2021-08-07
18942,250,2019-07-02,2019-08-02
18943,584,2020-08-26,2020-09-26
18944,590,2020-08-23,2020-09-23
18945,341,2021-08-15,2021-09-15
18947,608,2020-08-19,2020-09-19
18948,95,2019-09-23,2019-10-23
18949,624,2021-06-27,2021-07-27
18951,110,2021-09-01,2021-10-01
18952,557,2020-07-31,2020-08-31
18953,159,2021-06-13,2021-07-13
18954,667,2019-06-19,2019-07-19
18955,378,2019-09-22,2019-10-22
18956,827,2019-07-12,2019-08-12
18957,318,2018-08-26,2018-09-26
18958,458,2021-05-13,2021-06-13
18961,796,2021-07-23,2021-08-23
18962,36,2018-09-17,2018-10-17
18963,478,2019-05-04,2019-06-04
18964,95,2020-05-23,2020-06-23
18965,494,2019-07-04,2019-08-04
18966,860,2018-06-25,2018-07-25
18967,427,2020-07-16,2020-08-16
18969,783,2021-05-06,2021-06-06
18970,758,2020-09-05,2020-10-05
18971,576,2020-05-26,2020-06-26
18972,406,2021-09-14,2021-10-14
18973,117,2021-07-02,2021-08-02
18974,507,2018-09-27,2018-10-27
18975,739,2018-06-25,2018-07-25
18976,297,2019-05-29,2019-06-29
18977,654,2021-07-08,2021-08-08
18978,809,2021-05-13,2021-06-13
18979,801,2018-07-10,2018-08-10
18980,38,2020-08-01,2020-09-01
18981,607,2020-07-21,2020-08-21
18983,704,2021-09-17,2021-10-17
18984,231,2021-07-19,2021-08-19
18985,420,2018-05-01,2018-06-01
18988,381,2020-05-02,2020-06-02
18989,834,2019-07-28,2019-08-28
18990,870,2020-05-03,2020-06-03
18991,361,2020-08-15,2020-09-15
18992,564,2020-05-03,2020-06-03
18993,575,2019-05-11,2019-06-11
18994,534,2019-05-30,2019-06-30
18995,302,2020-08-13,2020-09-13
18996,333,2020-07-13,2020-08-13
18997,116,2019-05-16,2019-06-16
18998,203,2018-09-17,2018-10-17
18999,165,2019-07-20,2019-08-20
19000,773,2018-06-15,2018-07-15
19001,74,2020-05-16,2020-06-16
19002,459,2020-07-25,2020-08-25
19003,715,2021-06-24,2021-07-24
19005,345,2018-09-06,2018-10-06
19006,172,2020-06-27,2020-07-27
19007,35,2018-08-01,2018-09-01
19008,446,2020-07-22,2020-08-22
19009,105,2021-08-04,2021-09-04
19010,683,2021-06-29,2021-07-29
19011,461,2019-05-26,2019-06-26
19012,49,2020-05-17,2020-06-17
19013,18,2021-07-09,2021-08-09
19014,54,2021-06-10,2021-07-10
19015,61,2021-07-07,2021-08-07
19016,385,2019-05-12,2019-06-12
19017,551,2021-09-11,2021-10-11
19018,650,2021-05-20,2021-06-20
19019,466,2020-09-27,2020-10-27
19020,479,2020-09-05,2020-10-05
19021,73,2021-05-17,2021-06-17
19022,618,2020-08-31,2020-09-30
19023,284,2020-05-14,2020-06-14
19025,602,2021-06-19,2021-07-19
19026,32,2020-05-01,2020-06-01
19027,602,2021-08-19,2021-09-19
19028,513,2020-05-07,2020-06-07
19029,586,2020-08-08,2020-09-08
19030,691,2019-06-28,2019-07-28
19031,518,2020-05-09,2020-06-09
19032,319,2019-05-24,2019-06-24
19033,648,2020-05-25,2020-06-25
19034,876,2019-06-30,2019-07-31
19035,232,2021-08-29,2021-09-29
19036,333,2020-09-13,2020-10-13
19037,810,2019-05-26,2019-06-26
19038,674,2018-05-24,2018-06-24
19039,788,2020-06-28,2020-07-28
19040,148,2021-07-01,2021-08-01
19041,501,2021-09-07,2021-10-07
19042,762,2019-07-09,2019-08-09
19043,466,2021-05-26,2021-06-26
19044,876,2019-08-31,2019-10-01
19045,279,2019-05-03,2019-06-03
19046,278,2019-09-23,2019-10-23
19048,424,2019-09-11,2019-10-11
19051,887,2019-08-25,2019-09-25
19052,434,2020-05-25,2020-06-25
19053,300,2019-05-06,2019-06-06
19054,197,2020-07-29,2020-08-29
19055,275,2019-09-25,2019-10-25
19056,517,2021-08-20,2021-09-20
19057,610,2019-05-26,2019-06-26
19058,94,2019-09-27,2019-10-27
19060,879,2020-05-06,2020-06-06
19061,887,2020-05-25,2020-06-25
19062,607,2020-09-21,2020-10-21
19063,178,2021-06-01,2021-07-01
19064,520,2020-05-19,2020-06-19
19065,857,2018-09-08,2018-10-08
19067,303,2019-05-27,2019-06-27
19068,156,2019-05-28,2019-06-28
19069,333,2021-05-13,2021-06-13
19070,36,2019-05-17,2019-06-17
19071,391,2021-05-23,2021-06-23
19072,61,2021-09-07,2021-10-07
19073,420,2018-07-01,2018-08-01
19074,539,2021-06-16,2021-07-16
19075,312,2019-09-09,2019-10-09
19076,294,2020-08-15,2020-09-15
19077,669,2019-09-26,2019-10-26
19078,549,2021-05-25,2021-06-25
19079,439,2021-05-01,2021-06-01
19080,722,2019-07-09,2019-08-09
19082,366,2019-05-23,2019-06-23
19083,118,2020-05-03,2020-06-03
19084,317,2019-05-04,2019-06-04
19086,769,2020-09-06,2020-10-06
19087,614,2019-08-22,2019-09-22
19088,258,2020-05-06,2020-06-06
19089,194,2019-07-02,2019-08-02
19090,224,2018-08-28,2018-09-28
