5354,259,2,1.10
5355,259,3,0.20
5356,260,1,1.60
5357,260,2,1.70
5358,262,3,1.60
5359,266,2,1.90
5360,267,1,1.70
5361,267,2,0.20
5362,267,3,2.60
5363,269,1,0.80
5364,269,2,1.80
5365,272,1,3.30
5366,272,2,2.40
5367,273,1,1.60
5368,273,2,2.90
5369,273,3,3.70
5370,274,3,2.50
5371,274,1,2.50
5372,274,2,2.80
5373,275,3,2.60
5374,275,1,2.60
5375,275,2,0.60
5376,278,1,1.40
5377,279,2,2.40
5378,279,3,0.70
5379,279,1,2.50
5380,280,1,2.40
5381,281,1,2.10
5382,281,2,2.40
5383,282,1,2.50
5384,282,2,3.30
5385,283,3,3.90
5386,283,1,1.10
5387,283,2,2.80
5388,284,1,0.70
5389,285,2,3.40
5390,285,3,1.20
5391,285,1,2.40
5392,286,3,0.60
5393,286,1,0.50
5394,286,2,0.50
5395,287,2,3.20
5396,287,3,3.50
5397,288,1,2.50
5398,288,2,1.30
5399,289,3,1.60
5400,289,1,1.60
5401,289,2,1.90
5402,291,3,1.90
5403,291,1,0.30
5404,292,2,0.20
5405,292,3,0.50
5406,294,2,2.90
5407,295,2,2.80
5408,296,2,0.60
5409,296,3,3.30
5410,297,1,2.50
5411,297,2,1.40
5412,298,2,1.90
5413,299,1,1.70
5414,300,1,0.70
5415,302,2,2.30
5416,302,3,3.90
5417,304,2,2.10
5418,304,3,0.30
5419,304,1,3.20
5420,305,2,0.40
5421,306,3,1.80
5422,306,1,3.20
5423,307,1,3.70
5424,307,2,1.20
5425,309,2,2.50
5426,309,3,2.70
5427,309,1,2.40
5428,312,3,2.80
5429,312,1,2.20
5430,313,2,2.70
5431,313,3,3.20
5432,314,1,3.60
5433,314,2,1.40
5434,315,2,1.40
5435,315,3,0.60
5436,315,1,1.60
5437,316,3,3.30
5438,316,1,3.40
5439,316,2,1.40
5440,317,3,0.90
5441,317,1,0.50
5442,317,2,0.50
5443,318,3,2.20
5444,318,1,3.10
5445,319,1,1.70
5446,319,2,2.60
5447,319,3,2.30
5448,321,3,3.80
5449,322,1,2.80
5450,322,2,3.10
5451,322,3,2.80
5452,323,2,3.30
5453,324,3,2.90
5454,325,2,0.90
5455,326,1,2.90
5456,326,2,1.60
5457,326,3,1.90
5458,327,1,1.20
5459,327,2,3.30
5460,327,3,0.50
5461,330,1,0.20
5462,330,2,3.20
5463,331,1,1.10
5464,331,2,3.80
5465,331,3,0.90
5466,332,1,0.60
5467,332,2,0.90
5468,334,2,2.80
5469,334,3,2.10
5470,334,1,3.10
5471,335,1,2.80
5472,335,2,0.30
5473,335,3,3.60
5474,336,2,3.80
5475,337,2,2.20
5476,338,3,2.30
5477,339,3,2.60
5478,340,3,3.50
5479,340,1,0.10
5480,340,2,1.80
5481,341,2,2.30
5482,341,3,1.10
5483,341,1,3.30
5484,342,1,0.80
5485,342,2,3.30
5486,343,2,2.40
5487,343,3,1.20
5488,343,1,1.60
5489,345,2,2.40
5490,345,3,1.50
5491,345,1,1.10
5492,346,2,3.20
5493,346,3,3.10
5494,347,1,2.20
5495,347,2,3.70
5496,348,3,3.30
5497,349,1,3.20
5498,349,2,1.90
5499,350,1,3.30
5500,351,3,0.10
5501,351,1,3.60
5502,351,2,1.80
5503,352,2,3.30
5504,352,3,2.60
5505,352,1,2.30
5506,353,1,0.90
5507,353,2,1.60
5508,353,3,1.10
5509,354,3,1.50
5510,354,1,0.60
5511,355,1,0.20
5512,355,2,0.20
5513,355,3,3.40
5514,356,2,0.30
5515,358,1,3.70
5516,358,2,0.20
5517,359,1,1.30
5518,359,2,2.30
5519,359,3,1.70
5520,360,3,3.70
5521,360,1,3.70
5522,361,1,2.70
5523,361,2,3.40
5524,362,1,2.70
5525,363,3,0.30
5526,365,1,1.90
5527,366,1,3.20
5528,366,2,0.30
5529,370,2,3.70
5530,371,2,2.40
5531,371,3,0.30
5532,372,2,1.40
5533,372,3,0.60
5534,372,1,3.90
5535,373,1,1.80
5536,374,3,1.10
5537,374,1,0.80
5538,374,2,3.50
5539,375,1,1.10
5540,375,2,3.30
5541,376,1,1.80
5542,376,2,2.80
5543,377,1,2.50
5544,377,2,3.10
5545,377,3,2.90
5546,379,1,3.50
5547,379,2,1.60
5548,382,2,3.30
5549,386,3,2.60
5550,386,1,2.10
5551,387,2,2.20
5552,388,2,0.70
5553,388,3,3.20
5554,389,1,0.30
5555,389,2,3.80
5556,390,3,3.40
5557,390,1,1.60
5558,390,2,1.70
5559,391,2,3.40
5560,391,3,3.30
5561,393,3,3.60
5562,393,1,3.10
5563,394,2,0.30
5564,394,3,3.70
5565,394,1,2.50
5566,395,2,2.70
5567,395,3,2.20
5568,396,2,2.90
5569,396,3,0.10
5570,398,3,2.60
5571,399,2,0.90
5572,399,3,3.90
5573,400,2,0.60
5574,402,2,2.90
5575,403,2,3.70
5576,404,1,0.50
5577,404,2,1.50
5578,405,1,1.70
5579,406,3,0.90
5580,406,1,1.70
5581,406,2,1.50
5582,407,3,3.80
5583,408,1,0.40
5584,408,2,1.30
5585,408,3,3.70
5586,409,2,0.30
5587,410,2,1.70
5588,410,3,0.40
5589,410,1,0.90
5590,411,1,1.20
5591,412,1,0.50
5592,412,2,2.40
5593,412,3,3.90
5594,414,1,0.50
5595,414,2,1.10
5596,414,3,2.10
5597,415,3,1.90
5598,415,1,1.90
5599,417,3,3.90
5600,420,1,0.50
5601,420,2,3.30
5602,420,3,1.50
5603,421,1,0.70
5604,421,2,3.70
5605,422,3,0.60
5606,425,3,1.30
5607,425,1,3.10
5608,426,3,0.10
5609,426,1,3.50
5610,427,2,1.50
5611,427,3,0.40
5612,427,1,1.60
5613,428,2,1.10
5614,428,3,3.60
5615,429,2,3.20
5616,429,3,2.10
5617,429,1,1.90
5618,430,3,1.60
5619,431,3,2.60
5620,431,1,2.70
5621,431,2,2.60
5622,432,1,2.90
5623,433,1,2.40
5624,436,3,0.50
5625,436,1,1.50
5626,437,3,2.30
5627,437,1,1.40
5628,438,3,1.10
5629,438,1,2.70
5630,438,2,1.30
5631,441,1,2.30
5632,442,2,2.20
5633,443,2,2.90
5634,443,3,2.50
5635,444,2,3.60
5636,444,3,2.80
5637,445,1,2.80
5638,446,2,3.60
5639,447,2,2.30
5640,447,3,1.60
5641,448,3,3.50
5642,448,1,1.90
5643,448,2,0.60
5644,449,2,3.60
5645,450,1,0.40
5646,450,2,1.40
5647,450,3,0.80
5648,451,1,1.20
5649,452,1,2.50
5650,453,3,1.40
5651,454,1,0.60
5652,454,2,1.70
5653,454,3,3.70
5654,456,2,2.70
5655,456,3,1.80
5656,458,1,3.10
5657,459,2,0.20
5658,459,3,2.40
5659,460,2,2.20
5660,460,3,1.20
5661,461,1,3.70
5662,461,2,1.90
5663,464,2,0.10
5664,464,3,2.20
5665,464,1,3.20
5666,465,1,0.30
5667,465,2,1.80
5668,466,1,2.60
5669,466,2,2.80
5670,467,1,1.20
5671,468,1,0.10
5672,468,2,1.80
5673,468,3,3.50
5674,469,3,3.40
5675,469,1,0.50
5676,469,2,1.80
5677,470,2,2.90
5678,470,3,3.10
5679,471,3,2.60
5680,471,1,3.20
5681,472,2,1.50
5682,472,3,0.80
5683,472,1,1.30
5684,473,1,2.60
5685,473,2,2.90
5686,473,3,2.40
5687,475,2,2.20
5688,475,3,3.50
5689,476,2,3.50
5690,476,3,3.30
5691,477,1,2.10
5692,478,1,2.80
5693,478,2,2.50
5694,478,3,3.20
5695,479,1,1.70
5696,479,2,0.20
5697,480,3,3.80
5698,481,1,1.70
5699,481,2,2.50
5700,482,2,1.90
5701,482,3,0.20
5702,482,1,0.80
5703,483,3,3.60
5704,483,1,2.80
5705,484,3,3.60
5706,485,3,1.20
5707,485,1,1.70
5708,486,3,2.50
5709,486,1,2.60
5710,487,1,2.90
5711,487,2,1.70
5712,487,3,3.30
5713,488,2,2.50
5714,488,3,2.30
5715,488,1,1.10
5716,489,2,3.70
5717,489,3,3.30
5718,490,3,3.80
5719,490,1,0.40
5720,491,1,0.70
5721,492,3,1.60
5722,492,1,1.70
5723,493,1,0.20
5724,493,2,0.20
5725,494,1,2.60
5726,495,3,1.20
5727,495,1,3.40
5728,495,2,3.20
5729,500,3,2.30
5730,502,2,3.70
5731,506,3,2.80
5732,508,2,0.70
5733,509,2,2.10
5734,510,1,2.60
5735,510,2,0.20
5736,510,3,2.90
5737,511,2,2.40
5738,511,3,2.60
5739,512,3,0.30
5740,514,2,2.10
5741,514,3,1.80
5742,515,3,0.50
5743,515,1,0.80
5744,516,2,0.20
5745,517,3,2.70
5746,518,1,0.40
5747,518,2,2.10
5748,518,3,2.50
5749,519,2,1.20
5750,519,3,2.60
5751,520,2,0.60
5752,520,3,0.60
5753,520,1,0.70
5754,521,3,0.50
5755,521,1,0.50
5756,522,1,2.90
5757,523,1,0.40
5758,523,2,0.40
5759,524,2,2.40
5760,524,3,1.60
5761,524,1,3.80
5762,526,2,1.40
5763,526,3,0.80
5764,526,1,1.90
5765,527,1,0.80
5766,527,2,3.40
5767,527,3,0.20
5768,530,1,3.60
5769,531,1,1.70
5770,532,1,1.10
5771,532,2,2.10
5772,533,3,2.10
5773,533,1,3.20
5774,534,3,2.80
5775,535,1,0.80
5776,536,3,1.40
5777,540,1,1.10
5778,540,2,0.40
5779,541,3,0.30
5780,541,1,0.50
5781,541,2,0.30
5782,543,3,1.50
5783,543,1,3.30
5784,544,3,1.10
5785,545,1,0.30
5786,545,2,1.10
5787,545,3,3.10
5788,547,3,0.80
5789,547,1,3.70
5790,547,2,3.70
5791,549,3,3.10
5792,549,1,3.80
5793,549,2,3.40
5794,550,1,1.80
5795,550,2,0.70
5796,550,3,3.90
5797,552,3,3.90
5798,552,1,3.10
5799,555,2,2.40
5800,555,3,0.80
5801,555,1,1.70
5802,556,1,0.30
5803,556,2,0.90
5804,557,3,0.20
5805,557,1,3.80
5806,558,3,0.20
5807,559,2,2.50
5808,562,1,0.90
5809,564,1,2.30
5810,564,2,0.60
5811,565,2,1.30
5812,565,3,0.60
5813,566,1,1.90
5814,566,2,1.80
5815,567,2,2.30
5816,567,3,2.30
5817,568,1,3.30
5818,568,2,2.30
5819,569,2,1.20
5820,570,1,1.70
5821,570,2,1.70
5822,570,3,3.10
5823,571,1,0.50
5824,572,1,1.10
5825,573,2,3.50
5826,573,3,3.30
5827,574,1,2.50
5828,574,2,1.70
5829,574,3,2.70
5830,575,1,1.70
5831,575,2,0.80
5832,576,2,2.70
5833,576,3,0.50
5834,577,1,0.10
5835,579,3,3.40
5836,579,1,1.90
5837,580,2,3.20
5838,582,1,2.30
5839,584,1,1.20
5840,585,3,3.80
5841,585,1,0.30
5842,585,2,0.60
5843,587,1,3.10
5844,587,2,2.60
5845,588,3,0.70
5846,588,1,1.70
5847,588,2,3.30
5848,589,1,2.10
5849,591,2,0.90
5850,591,3,0.10
5851,592,2,1.60
5852,593,1,1.30
5853,593,2,2.40
5854,593,3,1.70
5855,594,3,0.30
5856,595,1,1.10
5857,595,2,1.30
5858,595,3,0.60
5859,596,2,2.10
5860,597,3,0.70
5861,597,1,3.90
5862,598,1,1.80
5863,599,3,3.60
5864,599,1,0.30
5865,599,2,2.90
5866,600,1,1.20
5867,601,3,1.20
5868,602,1,0.50
5869,603,2,2.70
5870,608,2,0.10
5871,609,1,0.10
5872,609,2,1.20
5873,609,3,1.50
5874,611,3,0.80
5875,611,1,2.80
5876,611,2,1.80
5877,612,2,2.60
5878,613,1,2.20
5879,613,2,2.70
5880,613,3,3.80
5881,614,2,0.90
5882,614,3,3.40
5883,615,1,2.80
5884,615,2,1.90
5885,615,3,1.10
5886,616,3,3.10
5887,616,1,0.50
5888,617,2,3.20
5889,617,3,0.60
5890,619,3,1.80
5891,620,3,3.10
5892,620,1,3.60
5893,621,2,0.90
5894,623,1,2.80
5895,623,2,0.80
5896,624,3,1.80
5897,628,1,1.60
5898,628,2,3.30
5899,629,1,1.90
5900,629,2,3.70
5901,629,3,2.60
5902,630,1,0.50
5903,630,2,1.20
5904,630,3,0.60
5905,631,3,0.50
5906,631,1,2.90
5907,632,3,0.10
5908,632,1,1.10
5909,633,3,1.30
5910,633,1,0.10
5911,634,3,3.30
5912,634,1,2.10
5913,634,2,3.50
5914,635,2,3.50
5915,636,2,2.80
5916,637,3,0.20
5917,637,1,3.90
5918,637,2,2.60
5919,638,2,2.90
5920,639,1,3.90
5921,639,2,0.20
5922,639,3,3.10
5923,640,1,0.30
5924,640,2,3.90
5925,640,3,3.80
5926,641,1,2.10
5927,641,2,1.80
5928,641,3,1.30
5929,642,2,1.80
5930,643,1,3.30
5931,643,2,0.10
5932,643,3,2.20
5933,644,2,1.50
5934,644,3,2.60
5935,644,1,0.90
5936,645,2,2.70
5937,646,1,3.40
5938,646,2,3.70
5939,646,3,2.70
5940,647,1,0.30
5941,647,2,2.10
5942,647,3,3.60
5943,649,2,3.70
5944,650,3,3.20
5945,650,1,3.20
5946,652,3,0.70
5947,653,3,3.10
5948,653,1,0.90
5949,655,2,0.90
5950,656,1,1.40
5951,656,2,1.90
5952,657,1,3.60
5953,657,2,1.80
5954,657,3,1.10
5955,659,3,1.60
5956,659,1,1.60
5957,660,2,3.50
5958,660,3,0.20
5959,661,3,3.80
5960,661,1,3.10
5961,661,2,0.70
5962,662,1,2.80
5963,664,2,3.10
5964,664,3,3.20
5965,664,1,1.30
5966,665,3,1.10
5967,665,1,1.50
5968,665,2,0.70
5969,666,1,1.60
5970,667,2,3.20
5971,667,3,2.90
5972,667,1,3.20
5973,669,2,0.20
5974,669,3,0.10
5975,669,1,2.60
5976,671,2,2.70
5977,671,3,3.90
5978,671,1,1.90
5979,672,2,1.80
5980,672,3,1.50
5981,672,1,1.20
5982,673,2,1.30
5983,673,3,3.80
5984,673,1,0.50
5985,674,1,3.60
5986,674,2,0.90
5987,676,1,3.80
5988,676,2,2.10
5989,676,3,2.10
5990,678,3,1.60
5991,678,1,1.50
5992,678,2,0.30
5993,679,3,2.40
5994,680,3,2.90
5995,681,1,1.10
5996,681,2,3.20
5997,682,1,2.80
5998,683,1,3.50
5999,684,3,1.90
6000,685,3,0.20
6001,686,2,2.40
6002,687,3,2.90
6003,687,1,2.50
6004,687,2,2.80
6005,688,2,2.30
6006,688,3,1.20
6007,688,1,2.80
6008,690,3,2.70
6009,690,1,2.30
6010,691,2,2.20
6011,691,3,1.10
6012,691,1,0.20
6013,692,1,2.40
6014,693,1,3.10
6015,693,2,2.10
6016,695,1,1.10
6017,695,2,3.40
6018,695,3,0.70
6019,696,2,2.40
6020,696,3,1.70
6021,697,1,1.20
6022,697,2,2.70
6023,697,3,3.80
6024,699,3,1.80
6025,700,2,1.20
6026,700,3,2.60
6027,701,3,1.30
6028,701,1,1.10
6029,701,2,1.70
6030,702,3,0.80
6031,702,1,3.70
6032,702,2,3.70
6033,704,2,0.60
6034,704,3,2.90
6035,704,1,0.90
6036,706,1,1.90
6037,707,3,2.50
6038,707,1,2.40
6039,708,3,1.40
6040,709,2,1.20
6041,710,3,0.40
6042,710,1,3.90
6043,710,2,1.80
6044,711,1,3.60
6045,711,2,0.30
6046,711,3,2.80
6047,714,1,2.10
6048,714,2,2.20
6049,714,3,3.90
6050,715,2,0.50
6051,715,3,2.60
6052,715,1,1.10
6053,716,3,3.30
6054,716,1,1.80
6055,717,3,2.10
6056,717,1,1.10
6057,718,1,1.40
6058,718,2,0.40
6059,718,3,0.50
6060,719,1,1.50
6061,719,2,1.80
6062,720,2,3.60
6063,721,3,2.40
6064,721,1,0.70
6065,721,2,0.90
6066,723,1,3.20
6067,723,2,2.40
6068,724,2,0.10
6069,725,1,3.40
6070,726,1,0.90
6071,726,2,3.80
6072,727,1,1.60
6073,728,1,1.40
6074,729,2,0.40
6075,729,3,3.70
6076,729,1,1.60
6077,730,3,2.90
6078,731,1,2.80
6079,732,2,0.10
6080,733,3,2.20
6081,735,1,2.80
6082,735,2,2.40
6083,736,2,2.30
6084,739,3,3.50
6085,739,1,3.90
6086,740,3,0.20
6087,740,1,3.40
6088,740,2,2.30
6089,741,3,2.90
6090,741,1,1.90
6091,741,2,0.10
6092,742,3,1.40
6093,742,1,1.50
6094,742,2,1.20
6095,743,1,0.50
6096,744,2,2.70
6097,744,3,0.70
6098,744,1,3.30
6099,745,2,0.60
6100,746,2,3.30
6101,748,2,3.40
6102,748,3,0.30
6103,748,1,1.70
6104,749,3,0.30
6105,749,1,0.40
6106,751,3,1.10
6107,751,1,3.50
6108,753,1,3.40
6109,755,3,3.50
6110,755,1,0.80
6111,755,2,3.30
6112,756,2,0.40
6113,756,3,2.80
6114,757,3,0.50
6115,758,2,1.50
6116,758,3,3.90
6117,759,2,2.60
6118,760,2,3.50
6119,761,2,2.30
6120,762,1,3.60
6121,762,2,3.40
6122,763,3,0.60
6123,763,1,2.90
6124,764,2,3.40
6125,765,2,0.40
6126,765,3,3.70
6127,765,1,2.70
6128,766,1,0.50
6129,766,2,3.60
6130,766,3,3.20
6131,768,3,1.70
6132,768,1,3.20
6133,768,2,0.10
6134,769,1,3.40
6135,769,2,1.50
6136,769,3,1.70
6137,770,2,1.90
6138,773,1,3.40
6139,773,2,1.90
6140,774,1,0.90
6141,775,1,1.40
6142,775,2,0.90
6143,776,1,1.90
6144,776,2,3.30
6145,777,1,3.50
6146,777,2,3.40
6147,779,1,0.60
6148,780,3,2.50
6149,781,3,0.80
6150,781,1,2.40
6151,781,2,2.70
6152,784,2,3.80
6153,784,3,1.60
6154,784,1,1.40
6155,786,1,1.20
6156,786,2,0.60
6157,788,2,2.10
6158,788,3,2.90
6159,788,1,3.80
6160,789,1,0.70
6161,790,1,2.20
6162,791,1,3.10
6163,791,2,1.40
6164,792,3,3.10
6165,792,1,0.30
6166,793,1,3.30
6167,793,2,3.20
6168,793,3,0.40
6169,794,1,3.80
6170,794,2,2.80
6171,794,3,0.70
6172,795,2,3.30
6173,795,3,3.70
6174,796,2,1.10
6175,796,3,3.70
6176,797,3,3.90
6177,798,3,1.70
6178,798,1,3.40
6179,798,2,1.90
6180,799,1,1.70
6181,799,2,2.70
6182,799,3,2.50
6183,800,2,1.60
6184,801,3,2.30
6185,801,1,1.30
6186,802,2,0.60
6187,803,3,0.50
6188,804,1,0.10
6189,804,2,1.20
6190,805,2,3.80
6191,806,1,2.40
6192,806,2,0.60
6193,807,3,3.10
6194,807,1,1.80
6195,808,2,1.70
6196,808,3,1.20
6197,809,1,1.60
6198,810,1,3.90
6199,810,2,3.30
6200,810,3,3.60
6201,811,1,3.40
6202,811,2,3.10
6203,811,3,2.80
6204,812,1,3.60
6205,812,2,3.90
6206,813,1,1.70
6207,813,2,3.10
6208,814,2,3.40
6209,816,2,1.10
6210,816,3,3.20
6211,818,1,2.60
6212,820,2,0.50
6213,820,3,1.20
6214,820,1,0.70
6215,821,2,1.40
6216,821,3,3.30
6217,821,1,3.40
6218,823,2,1.50
6219,823,3,1.40
6220,824,3,0.60
6221,824,1,0.70
6222,825,1,1.60
6223,826,1,3.20
6224,826,2,3.50
6225,826,3,2.20
6226,827,3,3.90
6227,828,2,1.10
6228,830,3,3.30
6229,831,2,1.10
6230,831,3,3.40
6231,832,3,0.70
6232,832,1,0.60
6233,832,2,0.70
6234,834,3,2.20
6235,835,3,1.30
6236,835,1,1.60
6237,835,2,1.80
6238,836,3,1.30
6239,836,1,3.20
6240,836,2,0.40
6241,837,1,0.30
6242,837,2,1.10
